Source Key,Zone,Mission,??? Item Type,Appraisal Result,Reference Source,itemid,is_equipment
PERIQIA_THE_PRICE_IS_RIGHT_BOX,Periqia,The Price is Right,??? Box,Imp Wing,FFXIclopedia,2163,N
PERIQIA_THE_PRICE_IS_RIGHT_BOX,Periqia,The Price is Right,??? Box,Apple Mint,FFXIclopedia,1523,N
PERIQIA_THE_PRICE_IS_RIGHT_BOX,Periqia,The Price is Right,??? Box,Bronze Bolt Quiver,FFXIclopedia,4227,N
PERIQIA_THE_PRICE_IS_RIGHT_BOX,Periqia,The Price is Right,??? Box,Qiqirn Sandbag,FFXIclopedia,2153,N
PERIQIA_THE_PRICE_IS_RIGHT_BOX,Periqia,The Price is Right,??? Box,Mythril Bolt Quiver,FFXIclopedia,4228,N
ILRUSI_ATOLL_GOLDEN_SALVAGE_EARRING,Ilrusi Atoll,Golden Salvage,??? Earring,Storm Earring,BGWiki,15969,Y
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Cleaning Tool Set,BGWiki,113,N
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Distilled Water,BGWiki,4509,N
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Imperial Tea Leaves,BGWiki,2156,N
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Lamian Armlet,BGWiki,2167,N
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Light Spirit Pact,BGWiki,4902,N
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Little Worm,BGWiki,17396,Y
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Rusty Bucket,BGWiki,90,N
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Sleep Quiver,BGWiki,5333,N
ILRUSI_ATOLL_LAMIA_NO_13_BOX,Ilrusi Atoll,Lamia No.13,??? Box,Willow Fishing Rod,BGWiki,17391,Y
ILRUSI_ATOLL_LAMIA_NO_13_NECKLACE,Ilrusi Atoll,Lamia No.13,??? Necklace,Gorget +1,BGWiki,13065,Y
ILRUSI_ATOLL_LAMIA_NO_13_NECKLACE,Ilrusi Atoll,Lamia No.13,??? Necklace,Spectacles,BGWiki,13128,Y
ILRUSI_ATOLL_LAMIA_NO_13_FOOTWEAR,Ilrusi Atoll,Lamia No.13,??? Footwear,Ash Clogs,BGWiki,12984,Y
ILRUSI_ATOLL_LAMIA_NO_13_FOOTWEAR,Ilrusi Atoll,Lamia No.13,??? Footwear,Bronze Leggings +1,BGWiki,12951,Y
ILRUSI_ATOLL_LAMIA_NO_13_FOOTWEAR,Ilrusi Atoll,Lamia No.13,??? Footwear,Leather Highboots,BGWiki,12952,Y
ILRUSI_ATOLL_LAMIA_NO_13_FOOTWEAR,Ilrusi Atoll,Lamia No.13,??? Footwear,Solea,BGWiki,12992,Y
ILRUSI_ATOLL_LAMIA_NO_13_FOOTWEAR,Ilrusi Atoll,Lamia No.13,??? Footwear,Storm Gambieras,BGWiki,15691,Y
ILRUSI_ATOLL_LAMIA_NO_13_BOW,Ilrusi Atoll,Lamia No.13,??? Bow,Crossbow +1,BGWiki,17225,Y
ILRUSI_ATOLL_LAMIA_NO_13_BOW,Ilrusi Atoll,Lamia No.13,??? Bow,Imperial Bow,BGWiki,18683,Y
ILRUSI_ATOLL_LAMIA_NO_13_BOW,Ilrusi Atoll,Lamia No.13,??? Bow,Longbow +1,BGWiki,17177,Y
ILRUSI_ATOLL_EXTERMINATION_BOX,Ilrusi Atoll,Extermination,??? Box,Rusty Bucket,ClassicFFXI,90,N
ILRUSI_ATOLL_EXTERMINATION_BOX,Ilrusi Atoll,Extermination,??? Box,Little Worm,ClassicFFXI,17396,Y
ILRUSI_ATOLL_EXTERMINATION_BOX,Ilrusi Atoll,Extermination,??? Box,Distilled Water,ClassicFFXI,4509,N
ILRUSI_ATOLL_EXTERMINATION_BOX,Ilrusi Atoll,Extermination,??? Box,Lamian Armlet,ClassicFFXI,2167,N
ILRUSI_ATOLL_EXTERMINATION_AXE,Ilrusi Atoll,Extermination,??? Axe,Pickaxe,ClassicFFXI,605,N
ILRUSI_ATOLL_EXTERMINATION_FOOTWEAR,Ilrusi Atoll,Extermination,??? Footwear,Bronze Leggings +1,ClassicFFXI,12951,Y
ILRUSI_ATOLL_EXTERMINATION_FOOTWEAR,Ilrusi Atoll,Extermination,??? Footwear,Storm Crackows,ClassicFFXI,15692,Y
ILRUSI_ATOLL_EXTERMINATION_FOOTWEAR,Ilrusi Atoll,Extermination,??? Footwear,Ash Clogs,ClassicFFXI,12984,Y
ILRUSI_ATOLL_EXTERMINATION_FOOTWEAR,Ilrusi Atoll,Extermination,??? Footwear,Leather Highboots,ClassicFFXI,12952,Y
ILRUSI_ATOLL_EXTERMINATION_POLEARM,Ilrusi Atoll,Extermination,??? Polearm,Spark Spear,ClassicFFXI,18076,Y
ILRUSI_ATOLL_EXTERMINATION_POLEARM,Ilrusi Atoll,Extermination,??? Polearm,Volunteer's Scythe,ClassicFFXI,18064,Y
ILRUSI_ATOLL_EXTERMINATION_POLEARM,Ilrusi Atoll,Extermination,??? Polearm,Holly Staff +1,ClassicFFXI,17125,Y
ILRUSI_ATOLL_EXTERMINATION_POLEARM,Ilrusi Atoll,Extermination,??? Polearm,Brass Zaghnal,ClassicFFXI,16769,Y
ILRUSI_ATOLL_EXTERMINATION_POLEARM,Ilrusi Atoll,Extermination,??? Polearm,Willow Wand +1,ClassicFFXI,17138,Y
ILRUSI_ATOLL_DEMOLITION_DUTY_SASH,Ilrusi Atoll,Demolition Duty,??? Sash,Talisman Obi,FFXIclopedia,15881,Y
ILRUSI_ATOLL_DEMOLITION_DUTY_SASH,Ilrusi Atoll,Demolition Duty,??? Sash,Silver Obi +1,FFXIclopedia,13224,Y
ILRUSI_ATOLL_DEMOLITION_DUTY_SASH,Ilrusi Atoll,Demolition Duty,??? Sash,Lugworm Belt,FFXIclopedia,15453,Y
ILRUSI_ATOLL_DEMOLITION_DUTY_SASH,Ilrusi Atoll,Demolition Duty,??? Sash,Czar's Belt,FFXIclopedia,15868,Y
ILRUSI_ATOLL_DEMOLITION_DUTY_SASH,Ilrusi Atoll,Demolition Duty,??? Sash,Maharaja's Belt,FFXIclopedia,15870,Y
ILRUSI_ATOLL_DEMOLITION_DUTY_SASH,Ilrusi Atoll,Demolition Duty,??? Sash,Sultan's Belt,FFXIclopedia,15867,Y
ILRUSI_ATOLL_DEMOLITION_DUTY_SASH,Ilrusi Atoll,Demolition Duty,??? Sash,Storm Sash,FFXIclopedia,15883,Y
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Aht Urhgan Brass Ingot,FFXIclopedia,2418,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Betta,FFXIclopedia,5139,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Demon Quiver,FFXIclopedia,4224,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Distilled Water,FFXIclopedia,4509,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Istakoz,FFXIclopedia,5453,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Lamian Armlet,FFXIclopedia,2167,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Karakul Cloth,FFXIclopedia,2288,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Qutrub Gorget,FFXIclopedia,2165,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Rusty Bucket,FFXIclopedia,90,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Scorpion Quiver,FFXIclopedia,4223,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Kabura Quiver,FFXIclopedia,5332,N
ILRUSI_ATOLL_DEMOLITION_DUTY_BOX,Ilrusi Atoll,Demolition Duty,??? Box,Willow Fishing Rod,FFXIclopedia,17391,Y
ILRUSI_ATOLL_SEARAT_SALVATION_DAGGER,Ilrusi Atoll,Searat Salvation,??? Dagger,Assassin's Jambiya,FFXIclopedia,18017,Y
ILRUSI_ATOLL_SEARAT_SALVATION_DAGGER,Ilrusi Atoll,Searat Salvation,??? Dagger,Hushed Dagger,FFXIclopedia,18008,Y
ILRUSI_ATOLL_SEARAT_SALVATION_DAGGER,Ilrusi Atoll,Searat Salvation,??? Dagger,Katars,FFXIclopedia,16399,Y
ILRUSI_ATOLL_SEARAT_SALVATION_DAGGER,Ilrusi Atoll,Searat Salvation,??? Dagger,Kyofu,FFXIclopedia,17780,Y
ILRUSI_ATOLL_SEARAT_SALVATION_DAGGER,Ilrusi Atoll,Searat Salvation,??? Dagger,Ponderous Gully,FFXIclopedia,17625,Y
ILRUSI_ATOLL_SEARAT_SALVATION_DAGGER,Ilrusi Atoll,Searat Salvation,??? Dagger,Ponderous Manoples,FFXIclopedia,18361,Y
ILRUSI_ATOLL_SEARAT_SALVATION_DAGGER,Ilrusi Atoll,Searat Salvation,??? Dagger,Spark Dagger,FFXIclopedia,17984,Y
ILRUSI_ATOLL_SEARAT_SALVATION_DAGGER,Ilrusi Atoll,Searat Salvation,??? Dagger,Tojaku,FFXIclopedia,18415,Y
ILRUSI_ATOLL_SEARAT_SALVATION_BOX,Ilrusi Atoll,Searat Salvation,??? Box,Beetle Quiver,FFXIclopedia,4221,N
ILRUSI_ATOLL_SEARAT_SALVATION_BOX,Ilrusi Atoll,Searat Salvation,??? Box,Black Ghost,FFXIclopedia,5138,N
ILRUSI_ATOLL_SEARAT_SALVATION_BOX,Ilrusi Atoll,Searat Salvation,??? Box,Date,FFXIclopedia,5566,N
ILRUSI_ATOLL_SEARAT_SALVATION_BOX,Ilrusi Atoll,Searat Salvation,??? Box,Istakoz,FFXIclopedia,5453,N
ILRUSI_ATOLL_SEARAT_SALVATION_BOX,Ilrusi Atoll,Searat Salvation,??? Box,Lamian Armlet,FFXIclopedia,2167,N
ILRUSI_ATOLL_SEARAT_SALVATION_BOX,Ilrusi Atoll,Searat Salvation,??? Box,Little Worm,FFXIclopedia,17396,Y
ILRUSI_ATOLL_SEARAT_SALVATION_BOX,Ilrusi Atoll,Searat Salvation,??? Box,Rusty Bucket,FFXIclopedia,90,N
ILRUSI_ATOLL_APKALLU_SEIZURE_BOX,Ilrusi Atoll,Apkallu Seizure,??? Box,Willow Fishing Rod,FFXIclopedia,17391,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_BOX,Ilrusi Atoll,Apkallu Seizure,??? Box,Distilled Water,FFXIclopedia,4509,N
ILRUSI_ATOLL_APKALLU_SEIZURE_BOX,Ilrusi Atoll,Apkallu Seizure,??? Box,Little Worm,FFXIclopedia,17396,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_BOX,Ilrusi Atoll,Apkallu Seizure,??? Box,Kabura Quiver,FFXIclopedia,5332,N
ILRUSI_ATOLL_APKALLU_SEIZURE_BOX,Ilrusi Atoll,Apkallu Seizure,??? Box,Horn Quiver,FFXIclopedia,4222,N
ILRUSI_ATOLL_APKALLU_SEIZURE_BOX,Ilrusi Atoll,Apkallu Seizure,??? Box,Istakoz,FFXIclopedia,5453,N
ILRUSI_ATOLL_APKALLU_SEIZURE_BOX,Ilrusi Atoll,Apkallu Seizure,??? Box,Lamian Armlet,FFXIclopedia,2167,N
ILRUSI_ATOLL_APKALLU_SEIZURE_BOX,Ilrusi Atoll,Apkallu Seizure,??? Box,Qutrub Gorget,FFXIclopedia,2165,N
ILRUSI_ATOLL_APKALLU_SEIZURE_AXE,Ilrusi Atoll,Apkallu Seizure,??? Axe,Hatchet,FFXIclopedia,1021,N
ILRUSI_ATOLL_APKALLU_SEIZURE_AXE,Ilrusi Atoll,Apkallu Seizure,??? Axe,Pickaxe,FFXIclopedia,605,N
ILRUSI_ATOLL_APKALLU_SEIZURE_AXE,Ilrusi Atoll,Apkallu Seizure,??? Axe,Tomahawk +1,FFXIclopedia,17943,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_AXE,Ilrusi Atoll,Apkallu Seizure,??? Axe,Rampager,FFXIclopedia,18217,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_AXE,Ilrusi Atoll,Apkallu Seizure,??? Axe,Erik's Axe,FFXIclopedia,18487,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_AXE,Ilrusi Atoll,Apkallu Seizure,??? Axe,Prominence Axe,FFXIclopedia,18220,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_POLEARM,Ilrusi Atoll,Apkallu Seizure,??? Polearm,Spark Spear,FFXIclopedia,18076,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_POLEARM,Ilrusi Atoll,Apkallu Seizure,??? Polearm,Wyvern Perch,FFXIclopedia,17579,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_POLEARM,Ilrusi Atoll,Apkallu Seizure,??? Polearm,Kinnara Pole,FFXIclopedia,18585,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_POLEARM,Ilrusi Atoll,Apkallu Seizure,??? Polearm,Willow Wand +1,FFXIclopedia,17138,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_POLEARM,Ilrusi Atoll,Apkallu Seizure,??? Polearm,Brass Zaghnal,FFXIclopedia,16769,Y
ILRUSI_ATOLL_APKALLU_SEIZURE_POLEARM,Ilrusi Atoll,Apkallu Seizure,??? Polearm,Holly Staff +1,FFXIclopedia,17125,Y
ILRUSI_ATOLL_LOST_AND_FOUND_GLOVES,Ilrusi Atoll,Lost and Found,??? Gloves,Akinji Bazubands,FFXIclopedia,14939,Y
ILRUSI_ATOLL_LOST_AND_FOUND_GLOVES,Ilrusi Atoll,Lost and Found,??? Gloves,Cotton Gloves,FFXIclopedia,12721,Y
ILRUSI_ATOLL_LOST_AND_FOUND_GLOVES,Ilrusi Atoll,Lost and Found,??? Gloves,Cuffs,FFXIclopedia,12728,Y
ILRUSI_ATOLL_LOST_AND_FOUND_GLOVES,Ilrusi Atoll,Lost and Found,??? Gloves,Leather Gloves,FFXIclopedia,12696,Y
ILRUSI_ATOLL_LOST_AND_FOUND_GLOVES,Ilrusi Atoll,Lost and Found,??? Gloves,Bronze Mittens +1,FFXIclopedia,12695,Y
ILRUSI_ATOLL_LOST_AND_FOUND_GLOVES,Ilrusi Atoll,Lost and Found,??? Gloves,Sadhu Bracelets,FFXIclopedia,14953,Y
ILRUSI_ATOLL_LOST_AND_FOUND_GLOVES,Ilrusi Atoll,Lost and Found,??? Gloves,Sadhu Cuffs,FFXIclopedia,14954,Y
ILRUSI_ATOLL_LOST_AND_FOUND_GLOVES,Ilrusi Atoll,Lost and Found,??? Gloves,Scorpion Mittens +1,FFXIclopedia,13956,Y
ILRUSI_ATOLL_LOST_AND_FOUND_BOW,Ilrusi Atoll,Lost and Found,??? Bow,Lamian Kaman -1,FFXIclopedia,18688,Y
ILRUSI_ATOLL_LOST_AND_FOUND_BOW,Ilrusi Atoll,Lost and Found,??? Bow,Kabura Quiver,FFXIclopedia,5332,N
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Aht Urhgan Brass Ingot,FFXIclopedia,2418,N
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Distilled Water,FFXIclopedia,4509,N
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Istakoz,FFXIclopedia,5453,N
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Lamian Armlet,FFXIclopedia,2167,N
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Little Worm,FFXIclopedia,17396,Y
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Qutrub Gorget,FFXIclopedia,2165,N
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Rusty Bucket,FFXIclopedia,90,N
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Willow Fishing Rod,FFXIclopedia,17391,Y
ILRUSI_ATOLL_LOST_AND_FOUND_BOX,Ilrusi Atoll,Lost and Found,??? Box,Sleep Quiver,FFXIclopedia,5333,N
ILRUSI_ATOLL_DESERTER_NECKLACE,Ilrusi Atoll,Deserter,??? Necklace,Gorget +1,FFXIclopedia,13065,Y
ILRUSI_ATOLL_DESERTER_NECKLACE,Ilrusi Atoll,Deserter,??? Necklace,Feather Collar,FFXIclopedia,13075,Y
ILRUSI_ATOLL_DESERTER_NECKLACE,Ilrusi Atoll,Deserter,??? Necklace,Mu Necklace,FFXIclopedia,15534,Y
ILRUSI_ATOLL_DESERTER_RING,Ilrusi Atoll,Deserter,??? Ring,Copper Ring,FFXIclopedia,13454,Y
ILRUSI_ATOLL_DESERTER_RING,Ilrusi Atoll,Deserter,??? Ring,Brass Ring,FFXIclopedia,13465,Y
ILRUSI_ATOLL_DESERTER_RING,Ilrusi Atoll,Deserter,??? Ring,Epsilon Ring,FFXIclopedia,15798,Y
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Beetle Quiver,FFXIclopedia,4221,N
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Bone Quiver,FFXIclopedia,4220,N
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Iron Quiver,FFXIclopedia,4225,N
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Distilled Water,FFXIclopedia,4509,N
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Istakoz,FFXIclopedia,5453,N
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Lamian Armlet,FFXIclopedia,2167,N
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Little Worm,FFXIclopedia,17396,Y
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Qutrub Gorget,FFXIclopedia,2165,N
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Rusty Bucket,FFXIclopedia,90,N
ILRUSI_ATOLL_DESERTER_BOX,Ilrusi Atoll,Deserter,??? Box,Stone Quiver,FFXIclopedia,4219,N
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_EARRING,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Earring,Bone Earring,FFXIclopedia,13321,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_EARRING,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Earring,Shell Earring,FFXIclopedia,13313,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_EARRING,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Earring,Silver Earring,FFXIclopedia,13327,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_EARRING,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Earring,Gamma Earring,FFXIclopedia,15989,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_SASH,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Sash,Silver Obi +1,FFXIclopedia,13224,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_SASH,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Sash,Little Worm Belt,FFXIclopedia,15454,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_SASH,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Sash,Lugworm Belt,FFXIclopedia,15453,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_SASH,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Sash,Nu Sash,FFXIclopedia,15900,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_SASH,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Sash,Talisman Obi,FFXIclopedia,15881,Y
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_BOX,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Box,Distilled Water,FFXIclopedia,4509,N
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_BOX,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Box,Istakoz,FFXIclopedia,5453,N
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_BOX,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Box,Lamian Armlet,FFXIclopedia,2167,N
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_BOX,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Box,Qiqirn Sandbag,FFXIclopedia,2153,N
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_BOX,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Box,Qutrub Gorget,FFXIclopedia,2165,N
ILRUSI_ATOLL_DESPERATELY_SEEKING_CEPHALOPODS_BOX,Ilrusi Atoll,Desperately Seeking Cephalopods,??? Box,Rusty Bucket,FFXIclopedia,90,N
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_HEADPIECE,Ilrusi Atoll,Bellerophon's Bliss,??? Headpiece,Bronze Cap +1,FFXIclopedia,12463,Y
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_HEADPIECE,Ilrusi Atoll,Bellerophon's Bliss,??? Headpiece,Leather Bandana,FFXIclopedia,12440,Y
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_HEADPIECE,Ilrusi Atoll,Bellerophon's Bliss,??? Headpiece,Circlet,FFXIclopedia,12472,Y
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_HEADPIECE,Ilrusi Atoll,Bellerophon's Bliss,??? Headpiece,Cotton Headgear,FFXIclopedia,12465,Y
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_HEADPIECE,Ilrusi Atoll,Bellerophon's Bliss,??? Headpiece,Bowman's Mask,FFXIclopedia,16126,Y
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_HEADPIECE,Ilrusi Atoll,Bellerophon's Bliss,??? Headpiece,Carline Ribbon,FFXIclopedia,16127,Y
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_BOX,Ilrusi Atoll,Bellerophon's Bliss,??? Box,Demon Quiver,FFXIclopedia,4224,N
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_BOX,Ilrusi Atoll,Bellerophon's Bliss,??? Box,Istakoz,FFXIclopedia,5453,N
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_BOX,Ilrusi Atoll,Bellerophon's Bliss,??? Box,Khimaira Horn,FFXIclopedia,2371,N
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_BOX,Ilrusi Atoll,Bellerophon's Bliss,??? Box,Lamian Armlet,FFXIclopedia,2167,N
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_BOX,Ilrusi Atoll,Bellerophon's Bliss,??? Box,Qutrub Gorget,FFXIclopedia,2165,N
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_BOX,Ilrusi Atoll,Bellerophon's Bliss,??? Box,Silver Quiver,FFXIclopedia,4226,N
ILRUSI_ATOLL_BELLEROPHON_S_BLISS_BOX,Ilrusi Atoll,Bellerophon's Bliss,??? Box,Aht Urhgan Brass Ingot,FFXIclopedia,2418,N
